Instance,Terminal,Layer,X location,Y location,Voltage
B\[7\]$_SDFFE_PP1P__41,VSS,Metal1,68.6750,68.1750,0.000703
fanout16,VSS,Metal1,32.8160,45.6650,0.000367
fanout15,VSS,Metal1,39.8050,52.7070,0.000272
fanout14,VSS,Metal1,36.9170,45.0570,0.000371
fanout13,VSS,Metal1,13.9550,45.5720,0.000362
fanout12,VSS,Metal1,30.2820,45.0570,0.000366
fanout11,VSS,Metal1,43.6370,53.2220,0.000275
fanout10,VSS,Metal1,46.1220,60.1770,0.000153
fanout9,VSS,Metal1,47.9650,45.1470,0.000378
fanout8,VSS,Metal1,50.3570,45.6620,0.000378
fanout7,VSS,Metal1,58.0450,53.1320,0.000298
fanout6,VSS,Metal1,43.7220,45.0570,0.000376
fanout5,VSS,Metal1,44.1250,37.5870,0.000506
fanout4,VSS,Metal1,53.3220,30.5420,0.000538
fanout3,VSS,Metal1,56.6820,45.6620,0.000380
fanout2,VSS,Metal1,53.8020,53.2220,0.000280
fanout1,VSS,Metal1,37.4820,45.6620,0.000371
dbit\[3\]$_SDFFE_PP1P_,VSS,Metal1,44.9940,22.3260,0.000210
dbit\[2\]$_SDFFE_PP0P_,VSS,Metal1,46.9140,23.0330,0.000210
dbit\[1\]$_SDFFE_PP1P_,VSS,Metal1,52.1940,38.1530,0.000509
dbit\[0\]$_SDFFE_PP1P_,VSS,Metal1,48.5850,29.9470,0.000537
_204_,VSS,Metal1,68.1250,22.8920,0.000211
_175_,VSS,Metal1,36.8780,29.5550,0.000509
_174_,VSS,Metal1,40.5730,15.4300,0.000056
_173_,VSS,Metal1,41.7950,30.3950,0.000520
_172_,VSS,Metal1,36.9670,30.4070,0.000509
_171_,VSS,Metal1,41.2870,37.6320,0.000504
_170_,VSS,Metal1,38.1760,37.5830,0.000501
_169_,VSS,Metal1,32.6750,37.9550,0.000492
_168_,VSS,Metal1,29.7250,30.3950,0.000461
_167_,VSS,Metal1,31.9330,30.5500,0.000462
_166_,VSS,Metal1,35.4380,37.1150,0.000498
_165_,VSS,Metal1,42.5700,38.0710,0.000505
_164_,VSS,Metal1,23.5520,30.5090,0.000450
_163_,VSS,Metal1,69.5670,45.6290,0.000380
_162_,VSS,Metal1,57.5670,75.8690,0.000179
_161_,VSS,Metal1,32.6070,75.8690,0.000178
_160_,VSS,Metal1,24.0320,45.0900,0.000362
_159_,VSS,Metal1,70.0470,45.0900,0.000380
_158_,VSS,Metal1,68.6070,60.2100,0.000193
_157_,VSS,Metal1,24.0320,53.1890,0.000258
_156_,VSS,Metal1,31.1670,22.9490,0.000206
_155_,VSS,Metal1,46.0470,68.3090,0.000701
_154_,VSS,Metal1,21.6320,75.3300,0.000179
_153_,VSS,Metal1,65.8110,22.8600,0.000211
_152_,VSS,Metal1,32.7210,61.1640,0.000152
_151_,VSS,Metal1,9.4450,60.2270,0.000152
_150_,VSS,Metal1,13.3580,37.1150,0.000446
_149_,VSS,Metal1,14.2450,22.9320,0.000206
_148_,VSS,Metal1,58.1610,52.2350,0.000298
_147_,VSS,Metal1,54.2050,60.2270,0.000188
_146_,VSS,Metal1,53.1980,61.1640,0.000188
